#,Code,Description,"Ad status","Expires on",Reserved,Client,Channel,Office,"Updated at"
2001,back4,N/A,Active,N/A,N/A,Sprii,SEM,N/A,"2018-09-03 23:28:15"
2002,back20,N/A,active,N/A,N/A,"Arabian Oud",Influencers,N/A,"2018-09-03 16:30:18"
2003,back15,N/A,active,N/A,N/A,"Arabian Oud",Influencers,N/A,"2018-08-31 20:00:37"
2004,back3,N/A,active,N/A,N/A,MumzWorld,Influencers,N/A,"2018-08-30 15:25:28"
2005,back1,N/A,active,N/A,N/A,MumzWorld,Influencers,N/A,"2018-08-29 17:28:16"
2006,back2,N/A,active,N/A,N/A,MumzWorld,Influencers,N/A,"2018-08-29 16:15:24"
2007,back10,N/A,active,N/A,N/A,"Arabian Oud",Influencers,N/A,"2018-08-29 16:11:58"
2008,2379,N/A,active,N/A,N/A,L'Occitane,N/A,N/A,"2018-08-29 16:00:58"
2009,mybag,N/A,active,N/A,N/A,L'Occitane,Influencers,N/A,"2018-08-27 15:38:17"
2010,Cute24,"Discount 10%",active,N/A,"Arwa AlOmrani",MumzWorld,Others,N/A,"2018-08-26 15:54:10"
2011,Hala34,"20% off on all clothing",N/A,2018-08-19,N/A,Sivvi,Miners,N/A,"2018-08-15 22:32:08"
2012,Hala33,"20% off on all clothing",N/A,2018-08-19,N/A,Sivvi,Miners,N/A,"2018-08-15 22:31:57"
2013,Hala32,"20% off on all clothing",N/A,2018-08-19,N/A,Sivvi,Miners,N/A,"2018-08-15 22:30:32"
2014,Hala30,"20% off on all clothing",N/A,2018-08-19,"Arwa Dhlaa",Sivvi,Influencers,N/A,"2018-08-15 22:30:01"
2015,eid5,"5% on Gross Order, Any Customer, Multiple Usage",active,N/A,"Zeyna Sanjania",Sprii,Influencers,N/A,"2018-08-15 21:51:56"
2016,eid4,"5% on Gross Order, Any Customer, Multiple Usage",active,N/A,Komal,Sprii,Influencers,N/A,"2018-08-15 21:23:03"
2017,eid2,"5% on Gross Order, Any Customer, Multiple Usage",active,N/A,"Waheeba  Esri",Sprii,Influencers,N/A,"2018-08-15 21:09:59"
2018,eid3,"5% on Gross Order, Any Customer, Multiple Usage",active,N/A,"Virdah Javed Khan",Sprii,Influencers,N/A,"2018-08-15 21:09:36"
2019,Eid79,"20% off everything",Active,2018-08-20,N/A,Elabelz,Miners,N/A,"2018-08-15 18:46:46"
2020,Eid10,"20% off everything",Active,2018-08-20,N/A,Elabelz,Miners,N/A,"2018-08-15 18:46:46"
2021,Eid31,"20% off everything",Active,2018-08-20,N/A,Elabelz,Miners,N/A,"2018-08-15 18:46:46"
2022,Eid47,"20% off everything",Active,2018-08-20,N/A,Elabelz,Miners,N/A,"2018-08-15 18:46:46"
2023,Eid34,"20% off everything",Active,2018-08-20,N/A,Elabelz,Miners,N/A,"2018-08-15 18:46:46"
2024,Eid30,"20% off everything",Active,2018-08-20,N/A,Elabelz,Miners,N/A,"2018-08-15 18:46:46"
2025,Eid90,"20% off everything",Active,2018-08-20,N/A,Elabelz,Miners,N/A,"2018-08-15 18:46:46"
2026,Eid43,"20% off everything",Active,2018-08-20,N/A,Elabelz,Miners,N/A,"2018-08-15 18:46:46"
2027,Eid39,"10% off all items outside the offers",Active,N/A,N/A,"Arabian Oud",Influencers,N/A,"2018-08-15 18:01:16"
2028,Eid41,"10% off all items outside the offers",Active,N/A,N/A,"Arabian Oud",Influencers,N/A,"2018-08-15 18:01:16"
2029,Eid42,"10% off all items outside the offers",Active,N/A,N/A,"Arabian Oud",Influencers,N/A,"2018-08-15 18:01:16"
2030,Eid43,"10% off all items outside the offers",Active,N/A,N/A,"Arabian Oud",Influencers,N/A,"2018-08-15 18:01:16"
2031,Eid44,"10% off all items outside the offers",Active,N/A,N/A,"Arabian Oud",Influencers,N/A,"2018-08-15 18:01:16"
2032,Eid45,"10% off all items outside the offers",Active,N/A,N/A,"Arabian Oud",Influencers,N/A,"2018-08-15 18:01:16"
2033,Eid46,"10% off all items outside the offers",Active,N/A,N/A,"Arabian Oud",Influencers,N/A,"2018-08-15 18:01:16"
2034,Eid47,"10% off all items outside the offers",Active,N/A,N/A,"Arabian Oud",Influencers,N/A,"2018-08-15 18:01:16"
2035,Eid48,"10% off all items outside the offers",Active,N/A,N/A,"Arabian Oud",Influencers,N/A,"2018-08-15 18:01:16"
2036,Eid49,"10% off all items outside the offers",Active,N/A,N/A,"Arabian Oud",Influencers,N/A,"2018-08-15 18:01:16"
2037,Eid51,"10% off all items outside the offers",Active,N/A,N/A,"Arabian Oud",Influencers,N/A,"2018-08-15 18:01:16"
2038,Eid52,"10% off all items outside the offers",Active,N/A,N/A,"Arabian Oud",Influencers,N/A,"2018-08-15 18:01:16"
2039,Eid53,"10% off all items outside the offers",Active,N/A,N/A,"Arabian Oud",Influencers,N/A,"2018-08-15 18:01:16"
2040,Eid54,"10% off all items outside the offers",Active,N/A,N/A,"Arabian Oud",Influencers,N/A,"2018-08-15 18:01:16"
2041,Eid55,"10% off all items outside the offers",Active,N/A,N/A,"Arabian Oud",Influencers,N/A,"2018-08-15 18:01:16"
2042,Eid56,"10% off all items outside the offers",Active,N/A,N/A,"Arabian Oud",Influencers,N/A,"2018-08-15 18:01:16"
2043,Eid57,"10% off all items outside the offers",Active,N/A,N/A,"Arabian Oud",Influencers,N/A,"2018-08-15 18:01:16"
2044,Eid58,"10% off all items outside the offers",Active,N/A,N/A,"Arabian Oud",Influencers,N/A,"2018-08-15 18:01:16"
2045,Eid59,"10% off all items outside the offers",Active,N/A,N/A,"Arabian Oud",Influencers,N/A,"2018-08-15 18:01:16"
2046,Eid31,"10% off all items outside the offers",Active,N/A,N/A,"Arabian Oud",Miners,N/A,"2018-08-15 18:00:53"
2047,Eid32,"10% off all items outside the offers",Active,N/A,N/A,"Arabian Oud",Miners,N/A,"2018-08-15 18:00:53"
2048,Eid33,"10% off all items outside the offers",Active,N/A,N/A,"Arabian Oud",Miners,N/A,"2018-08-15 18:00:53"
2049,Eid34,"10% off all items outside the offers",Active,N/A,N/A,"Arabian Oud",Miners,N/A,"2018-08-15 18:00:53"
2050,Eid35,"10% off all items outside the offers",Active,N/A,N/A,"Arabian Oud",Miners,N/A,"2018-08-15 18:00:53"
2051,Eid36,"10% off all items outside the offers",Active,N/A,N/A,"Arabian Oud",Miners,N/A,"2018-08-15 18:00:53"
2052,Eid37,"10% off all items outside the offers",Active,N/A,N/A,"Arabian Oud",Miners,N/A,"2018-08-15 18:00:53"
2053,Eid38,"10% off all items outside the offers",Active,N/A,N/A,"Arabian Oud",Miners,N/A,"2018-08-15 18:00:53"
2054,qyada4,"12% on Gross Order, Any Customer, Multiple Usage (Offer valid on all items including teh sale page)",active,N/A,"Wsaif AlTamimi",Sivvi,Influencers,N/A,"2018-08-14 21:41:44"
2055,Hala29,"20% off on all clothing",N/A,2018-08-19,N/A,Sivvi,SEM,N/A,"2018-08-14 16:32:42"
2056,NANAZF2,"15% on Gross Order, Any Customer, Multiple Usage",active,2018-09-30,"Raghad Days",Zaful,Influencers,N/A,"2018-08-14 02:40:45"
2057,NANAZF1,"15% on Gross Order, Any Customer, Multiple Usage (Nu'man - SEM)",Active,2018-09-30,N/A,Zaful,SEM,N/A,"2018-08-13 22:06:46"
2058,NANAZF10,"15% on Gross Order, Any Customer, Multiple Usage",Active,2018-09-30,N/A,Zaful,Influencers,N/A,"2018-08-13 22:06:31"
2059,NANAZF9,"15% on Gross Order, Any Customer, Multiple Usage",Active,2018-09-30,N/A,Zaful,N/A,N/A,"2018-08-13 22:06:31"
2060,NANAZF8,"15% on Gross Order, Any Customer, Multiple Usage",Active,2018-09-30,N/A,Zaful,N/A,N/A,"2018-08-13 22:06:31"
2061,NANAZF7,"15% on Gross Order, Any Customer, Multiple Usage",Active,2018-09-30,N/A,Zaful,N/A,N/A,"2018-08-13 22:06:31"
2062,NANAZF6,"15% on Gross Order, Any Customer, Multiple Usage",Active,2018-09-30,N/A,Zaful,N/A,N/A,"2018-08-13 22:06:31"
2063,NANAZF5,"15% on Gross Order, Any Customer, Multiple Usage",Active,2018-09-30,N/A,Zaful,N/A,N/A,"2018-08-13 22:06:31"
2064,NANAZF4,"15% on Gross Order, Any Customer, Multiple Usage",Active,2018-09-30,N/A,Zaful,N/A,N/A,"2018-08-13 22:06:31"
2065,NANAZF3,"15% on Gross Order, Any Customer, Multiple Usage",Active,2018-09-30,N/A,Zaful,N/A,N/A,"2018-08-13 22:06:31"
2066,eid20,"5% on Gross Order, Any Customer, Multiple Usage (Nu'man - SEM)",N/A,N/A,N/A,Sprii,SEM,N/A,"2018-08-13 21:36:47"
2067,Eid84,"20% off everything",Active,N/A,N/A,Elabelz,N/A,N/A,"2018-08-13 18:47:00"
2068,Eid92,"20% off everything",Active,N/A,N/A,Elabelz,N/A,N/A,"2018-08-13 18:47:00"
2069,Eid54,"20% off everything",Active,N/A,N/A,Elabelz,N/A,N/A,"2018-08-13 18:47:00"
2070,Eid58,"20% off everything",Active,N/A,N/A,Elabelz,N/A,N/A,"2018-08-13 18:47:00"
2071,Eid44,"20% off everything",Active,N/A,N/A,Elabelz,Influencers,N/A,"2018-08-13 18:47:00"
2072,Eid93,"20% off everything",Active,N/A,N/A,Elabelz,N/A,N/A,"2018-08-13 18:47:00"
2073,Eid68,"20% off everything",Active,N/A,N/A,Elabelz,N/A,N/A,"2018-08-13 18:47:00"
2074,Eid73,"20% off everything",Active,N/A,N/A,Elabelz,N/A,N/A,"2018-08-13 18:47:00"
2075,Eid19,"20% off everything",Active,N/A,N/A,Elabelz,N/A,N/A,"2018-08-13 18:47:00"
2076,Eid61,"20% off everything",Active,N/A,N/A,Elabelz,N/A,N/A,"2018-08-13 18:47:00"
2077,Eid66,"20% off everything",Active,N/A,N/A,Elabelz,Influencers,N/A,"2018-08-13 18:47:00"
2078,Eid21,"20% off everything",Active,N/A,N/A,Elabelz,Influencers,N/A,"2018-08-13 18:47:00"
2079,eid1,"5% on Gross Order, Any Customer, Multiple Usage (Sara Materials)",Active,N/A,N/A,Sprii,Others,N/A,"2018-08-13 16:57:30"
2080,eid6,"5% on Gross Order, Any Customer, Multiple Usage",Active,N/A,N/A,Sprii,Influencers,N/A,"2018-08-13 16:56:55"
2081,eid7,"5% on Gross Order, Any Customer, Multiple Usage",Active,N/A,N/A,Sprii,Influencers,N/A,"2018-08-13 16:56:55"
2082,eid8,"5% on Gross Order, Any Customer, Multiple Usage",Active,N/A,N/A,Sprii,Influencers,N/A,"2018-08-13 16:56:55"
2083,eid9,"5% on Gross Order, Any Customer, Multiple Usage",Active,N/A,N/A,Sprii,Influencers,N/A,"2018-08-13 16:56:55"
2084,eid10,"5% on Gross Order, Any Customer, Multiple Usage",Active,N/A,N/A,Sprii,Influencers,N/A,"2018-08-13 16:56:55"
2085,eid11,"5% on Gross Order, Any Customer, Multiple Usage",Active,N/A,N/A,Sprii,Influencers,N/A,"2018-08-13 16:56:55"
2086,eid12,"5% on Gross Order, Any Customer, Multiple Usage",Active,N/A,N/A,Sprii,Influencers,N/A,"2018-08-13 16:56:55"
2087,eid13,"5% on Gross Order, Any Customer, Multiple Usage",Active,N/A,N/A,Sprii,Influencers,N/A,"2018-08-13 16:56:55"
2088,eid14,"5% on Gross Order, Any Customer, Multiple Usage",Active,N/A,N/A,Sprii,Influencers,N/A,"2018-08-13 16:56:55"
2089,eid15,"5% on Gross Order, Any Customer, Multiple Usage",Active,N/A,N/A,Sprii,Influencers,N/A,"2018-08-13 16:56:55"
2090,eid16,"5% on Gross Order, Any Customer, Multiple Usage",Active,N/A,N/A,Sprii,Influencers,N/A,"2018-08-13 16:56:55"
2091,eid17,"5% on Gross Order, Any Customer, Multiple Usage",Active,N/A,N/A,Sprii,Influencers,N/A,"2018-08-13 16:56:55"
2092,eid18,"5% on Gross Order, Any Customer, Multiple Usage",Active,N/A,N/A,Sprii,Influencers,N/A,"2018-08-13 16:56:55"
2093,eid19,"5% on Gross Order, Any Customer, Multiple Usage",Active,N/A,N/A,Sprii,Influencers,N/A,"2018-08-13 16:56:55"
2094,Eid10,"Discount 10% (Nu'man)",N/A,N/A,N/A,MumzWorld,SEM,N/A,"2018-08-12 23:43:03"
2095,Eid1,"Discount 10% (Nu'man)",N/A,N/A,N/A,MumzWorld,SEM,N/A,"2018-08-12 23:42:47"
2096,Eid2,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2018-08-12 23:41:55"
2097,Eid3,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2018-08-12 23:41:55"
2098,Eid4,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2018-08-12 23:41:55"
2099,Eid5,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2018-08-12 23:41:55"
2100,Eid6,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2018-08-12 23:41:55"
2101,Eid7,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2018-08-12 23:41:55"
2102,Eid8,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2018-08-12 23:41:55"
2103,Eid9,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2018-08-12 23:41:55"
2104,Eid26,"20% off everything (Titter - Miners)",N/A,N/A,N/A,Elabelz,Miners,N/A,"2018-08-12 19:10:46"
2105,Eid95,"20% off everything",active,N/A,"Faisal AlYami",Elabelz,Influencers,N/A,"2018-08-12 19:10:33"
2106,Hala19,"12% on Gross Order, Any Customer, Multiple Usage",active,N/A,"Maha AlBusayis",Sivvi,Influencers,N/A,"2018-08-11 22:24:25"
2107,Hala18,"12% on Gross Order, Any Customer, Multiple Usage",active,N/A,"Abeer AlGhaith",Sivvi,Influencers,N/A,"2018-08-11 19:54:57"
2108,Hala16,"12% on Gross Order, Any Customer, Multiple Usage",active,N/A,"Najla AlQassim",Sivvi,Influencers,N/A,"2018-08-11 19:20:25"
2109,Hala17,"12% on Gross Order, Any Customer, Multiple Usage",active,N/A,"Raghad Days",Sivvi,Influencers,N/A,"2018-08-10 01:11:03"
2110,EID52,"20% off everything",active,N/A,"Abdulrahman AlSadhan",Elabelz,Influencers,N/A,"2018-08-09 23:49:40"
2111,Eid16,"15% off everything (Twitter - Miners)",N/A,N/A,N/A,Elabelz,Miners,N/A,"2018-08-09 23:46:42"
2112,Hala31,"20% off on all clothing",N/A,2018-08-14,N/A,Sivvi,Influencers,N/A,"2018-08-09 21:00:25"
2113,Hala27,"20% off on all shoes",N/A,2018-08-11,N/A,Sivvi,Influencers,N/A,"2018-08-09 20:59:33"
2114,Hala28,"20% off on all shoes",N/A,2018-08-11,N/A,Sivvi,Influencers,N/A,"2018-08-09 20:59:28"
2115,Hala26,"20% off on all shoes",N/A,2018-08-11,N/A,Sivvi,SEM,N/A,"2018-08-09 20:59:23"
2116,Ejaza40,"15% on Gross Order, Any Customer, Multiple Usage",N/A,2018-07-31,N/A,Zaful,SEM,N/A,"2018-08-09 16:55:56"
2117,Ejaza30,"15% on Gross Order, Any Customer, Multiple Usage",N/A,2018-07-31,N/A,Zaful,SEM,N/A,"2018-08-09 16:55:48"
2118,Ejaza20,"15% on Gross Order, Any Customer, Multiple Usage",N/A,2018-07-31,N/A,Zaful,SEM,N/A,"2018-08-09 16:55:37"
2119,Cute26,"Discount 10% (Degital - Affiliate)",active,N/A,N/A,MumzWorld,Digital,N/A,"2018-08-08 23:11:18"
2120,Cute28,"Discount 10% (Degital - Affiliate)",active,N/A,N/A,MumzWorld,Digital,N/A,"2018-08-08 23:10:57"
2121,Hala12,"12% on Gross Order, Any Customer, Multiple Usage",active,N/A,"Amjad Salem",Sivvi,Influencers,N/A,"2018-08-08 17:48:39"
2122,Zyada68,"25% on discounted items",active,N/A,"Raghad Fashion",Elabelz,Influencers,N/A,"2018-08-08 01:10:53"
2123,EID63,"20% off everything",active,N/A,"Raghad Fashion",Elabelz,Influencers,N/A,"2018-08-08 01:09:59"
2124,Hala14,"12% on Gross Order, Any Customer, Multiple Usage",active,N/A,"Manahel  AlRashoud",Sivvi,Influencers,N/A,"2018-08-07 22:37:51"
2125,Hala10,"12% on Gross Order, Any Customer, Multiple Usage",active,N/A,N/A,Sivvi,Miners,N/A,"2018-08-07 22:33:23"
2126,Hala9,"12% on Gross Order, Any Customer, Multiple Usage",active,N/A,N/A,Sivvi,Miners,N/A,"2018-08-07 22:32:54"
2127,Hala8,"12% on Gross Order, Any Customer, Multiple Usage",active,N/A,N/A,Sivvi,Miners,N/A,"2018-08-07 22:32:41"
2128,Hala7,"12% on Gross Order, Any Customer, Multiple Usage",active,N/A,N/A,Sivvi,Miners,N/A,"2018-08-07 22:32:22"
2129,Hala6,"12% on Gross Order, Any Customer, Multiple Usage",active,N/A,N/A,Sivvi,Miners,N/A,"2018-08-07 22:32:08"
2130,Hala5,"12% on Gross Order, Any Customer, Multiple Usage",active,N/A,N/A,Sivvi,Miners,N/A,"2018-08-07 22:31:59"
2131,Hala4,"12% on Gross Order, Any Customer, Multiple Usage",active,N/A,N/A,Sivvi,Miners,N/A,"2018-08-07 22:31:42"
2132,Hala3,"12% on Gross Order, Any Customer, Multiple Usage",active,N/A,N/A,Sivvi,Miners,N/A,"2018-08-07 22:31:27"
2133,Hala13,"12% on Gross Order, Any Customer, Multiple Usage",active,N/A,"Sara Owiyd",Sivvi,Influencers,N/A,"2018-08-07 22:24:45"
2134,Hala21,"12% on Gross Order, Any Customer, Multiple Usage",active,N/A,"Style in Saudi",Sivvi,Influencers,N/A,"2018-08-07 22:23:12"
2135,Hala11,"12% on Gross Order, Any Customer, Multiple Usage",active,N/A,Bloggeriista,Sivvi,Influencers,N/A,"2018-08-07 22:13:34"
2136,Hala1,"12% on Gross Order, Any Customer, Multiple Usage (Nada, saudi coupons)",N/A,N/A,N/A,Sivvi,Miners,N/A,"2018-08-07 22:07:16"
2137,Hala2,"12% on Gross Order, Any Customer, Multiple Usage",N/A,N/A,N/A,Sivvi,SEM,N/A,"2018-08-07 22:06:03"
2138,hoor.deem,N/A,active,N/A,N/A,MumzWorld,N/A,N/A,"2018-08-07 21:42:24"
2139,Hala23,"12% on Gross Order, Any Customer, Multiple Usage",Active,N/A,N/A,Sivvi,Influencers,N/A,"2018-08-07 18:18:32"
2140,Hala24,"12% on Gross Order, Any Customer, Multiple Usage",Active,N/A,N/A,Sivvi,Influencers,N/A,"2018-08-07 18:18:32"
2141,Hala25,"12% on Gross Order, Any Customer, Multiple Usage",Active,N/A,N/A,Sivvi,N/A,N/A,"2018-08-07 18:18:32"
2142,Eid38,"15% off everything (Nu'man)",Active,N/A,N/A,Elabelz,SEM,N/A,"2018-08-07 17:06:21"
2143,Eid57,"15% off everything (Nu'man)",Active,N/A,N/A,Elabelz,SEM,N/A,"2018-08-07 17:06:21"
2144,Eid11,"15% off everything (Nu'man)",Active,N/A,N/A,Elabelz,SEM,N/A,"2018-08-07 17:06:21"
2145,Eid71,"15% off everything (Nu'man)",Active,N/A,N/A,Elabelz,SEM,N/A,"2018-08-07 17:06:21"
2146,Eid14,"15% off everything (Nu'man)",Active,N/A,N/A,Elabelz,SEM,N/A,"2018-08-07 17:06:21"
2147,Eid67,"15% off everything (Nu'man)",Active,N/A,N/A,Elabelz,SEM,N/A,"2018-08-07 17:06:21"
2148,Eid12,"15% off everything (Nu'man)",Active,N/A,N/A,Elabelz,SEM,N/A,"2018-08-07 17:06:21"
2149,Eid97,"15% off everything (Saudi Coupons - Twitter)",Active,N/A,N/A,Elabelz,Miners,N/A,"2018-08-07 17:05:21"
2150,Eid32,"15% off everything (Saudi Coupons - Twitter)",Active,N/A,N/A,Elabelz,Miners,N/A,"2018-08-07 17:05:21"
2151,Eid55,"15% off everything (Saudi Coupons - Twitter)",Active,N/A,N/A,Elabelz,Miners,N/A,"2018-08-07 17:05:21"
2152,Eid53,"15% off everything (Saudi Coupons - Twitter)",Active,N/A,N/A,Elabelz,Miners,N/A,"2018-08-07 17:05:21"
2153,Eid29,"15% off everything (Saudi Coupons - Twitter)",Active,N/A,N/A,Elabelz,Miners,N/A,"2018-08-07 17:05:21"
2154,Zyada78,"25% on discounted items (Twitter Paid Ads)",N/A,N/A,N/A,Elabelz,Digital,N/A,"2018-08-06 16:50:20"
2155,EID96,"20% off everything (Twitter Paid Ads)",N/A,N/A,N/A,Elabelz,Digital,N/A,"2018-08-06 16:49:23"
2156,Wow94,"10% off on discounted items",N/A,N/A,N/A,"Arabian Oud",SEM,N/A,"2018-08-05 19:06:02"
2157,keychar,N/A,active,N/A,N/A,L'Occitane,N/A,N/A,"2018-08-05 14:51:10"
2158,Wow28,"10% offer on the WOW Campaign",active,N/A,"Arwa Dhlaa","Arabian Oud",Influencers,N/A,"2018-08-04 02:26:06"
2159,towe,N/A,active,N/A,N/A,L'Occitane,N/A,N/A,"2018-08-03 22:59:45"
2160,New1,"20% discount on Newlook",Active,2018-08-05,N/A,Sivvi,Influencers,N/A,"2018-08-02 23:46:22"
2161,New2,"20% discount on Newlook",Active,2018-08-05,N/A,Sivvi,Influencers,N/A,"2018-08-02 23:46:22"
2162,New3,"20% discount on Newlook",Active,2018-08-05,N/A,Sivvi,Influencers,N/A,"2018-08-02 23:46:22"
2163,Zyada39,"25% on discounted items",active,N/A,"Dr. Hind",Elabelz,Influencers,N/A,"2018-08-02 23:28:43"
2164,EID33,"20% off everything",active,N/A,"Dr. Hind",Elabelz,Influencers,N/A,"2018-08-02 23:28:11"
2165,Zyada42,"25% on discounted items",active,N/A,"Arwa Dhlaa",Elabelz,Influencers,N/A,"2018-08-02 03:06:19"
2166,Zyada84,"25% on discounted items",active,N/A,"Wsaif AlTamimi",Elabelz,Influencers,N/A,"2018-08-02 03:03:24"
2167,EID86,"20% off everything",active,N/A,"Wsaif AlTamimi",Elabelz,Influencers,N/A,"2018-08-02 03:00:30"
2168,EID24,"20% off everything",active,N/A,"Arwa Dhlaa",Elabelz,Influencers,N/A,"2018-08-02 02:06:19"
2169,EID28,"20% off everything",Active,N/A,N/A,Elabelz,N/A,N/A,"2018-08-01 23:21:27"
2170,EID64,"20% off everything",Active,N/A,N/A,Elabelz,N/A,N/A,"2018-08-01 23:21:27"
2171,EID46,"20% off everything",Active,N/A,N/A,Elabelz,N/A,N/A,"2018-08-01 23:21:27"
2172,2,N/A,active,N/A,N/A,L'Occitane,N/A,N/A,"2018-08-01 17:28:48"
2173,towel,N/A,active,N/A,N/A,L'Occitane,Influencers,N/A,"2018-07-31 18:07:31"
2174,keycharm,N/A,active,N/A,N/A,L'Occitane,Influencers,N/A,"2018-07-31 18:07:28"
2175,Ejaza5,"15% on Gross Order, Any Customer, Multiple Usage",active,2018-07-31,"Wsaif AlTamimi",Zaful,Influencers,N/A,"2018-07-31 00:57:24"
2176,Ejaza4,"15% on Gross Order, Any Customer, Multiple Usage",active,2018-07-31,"Joud Lama",Zaful,Influencers,N/A,"2018-07-31 00:56:02"
2177,Ejaza3,"15% on Gross Order, Any Customer, Multiple Usage",active,2018-07-31,"Maha AlBusayis",Zaful,Influencers,N/A,"2018-07-31 00:55:38"
2178,Ejaza2,"15% on Gross Order, Any Customer, Multiple Usage",active,2018-07-31,"Raghad Fashion",Zaful,Influencers,N/A,"2018-07-31 00:54:53"
2179,Zyada71,"25% on discounted items",active,N/A,"Dr. Hind",Elabelz,Influencers,N/A,"2018-07-30 00:25:59"
2180,EID20,"20% off everything",active,2018-07-31,"Dr. Hind",Elabelz,Influencers,N/A,"2018-07-29 22:44:54"
2181,"sfr5 / zyada15",N/A,active,N/A,N/A,Elabelz,N/A,N/A,"2018-07-29 19:20:36"
2182,Cute14,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2018-07-26 23:11:59"
2183,Cute16,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2018-07-26 23:11:59"
2184,SFR82,"Discount 15% on everything",Active,N/A,N/A,Elabelz,SEM,N/A,"2018-07-26 18:38:31"
2185,SFR72,"Discount 15% on everything",Active,N/A,N/A,Elabelz,SEM,N/A,"2018-07-26 18:38:31"
2186,SFR96,"Discount 15% on everything",Active,N/A,N/A,Elabelz,SEM,N/A,"2018-07-26 18:38:31"
2187,SFR89,"Discount 15% on everything",Active,N/A,N/A,Elabelz,SEM,N/A,"2018-07-26 18:38:31"
2188,SFR39,"Discount 15% on everything",Active,N/A,N/A,Elabelz,SEM,N/A,"2018-07-26 18:38:31"
2189,SFR11,"Discount 15% on everything",Active,N/A,N/A,Elabelz,SEM,N/A,"2018-07-26 18:38:31"
2190,SFR52,"Discount 15% on everything",Active,N/A,N/A,Elabelz,SEM,N/A,"2018-07-26 18:38:31"
2191,SFR98,"Discount 15% on everything",Active,N/A,N/A,Elabelz,SEM,N/A,"2018-07-26 18:38:31"
2192,SFR51,"Discount 15% on everything",Active,N/A,N/A,Elabelz,SEM,N/A,"2018-07-26 18:38:31"
2193,SFR62,"Discount 15% on everything",Active,N/A,N/A,Elabelz,SEM,N/A,"2018-07-26 18:38:31"
2194,Zyada41,"Disscount 25% on sales",Active,N/A,N/A,Elabelz,SEM,N/A,"2018-07-26 18:34:03"
2195,Zyada22,"Disscount 25% on sales",Active,N/A,N/A,Elabelz,SEM,N/A,"2018-07-26 18:34:03"
2196,Zyada62,"Disscount 25% on sales",Active,N/A,N/A,Elabelz,SEM,N/A,"2018-07-26 18:34:03"
2197,Zyada95,"Disscount 25% on sales",Active,N/A,N/A,Elabelz,SEM,N/A,"2018-07-26 18:34:03"
2198,Zyada59,"Disscount 25% on sales",Active,N/A,N/A,Elabelz,SEM,N/A,"2018-07-26 18:34:03"
2199,Zyada61,"Disscount 25% on sales",Active,N/A,N/A,Elabelz,SEM,N/A,"2018-07-26 18:34:02"
2200,Zyada53,"Disscount 25% on sales",Active,N/A,N/A,Elabelz,SEM,N/A,"2018-07-26 18:34:02"
2201,Zyada69,"Disscount 25% on sales",Active,N/A,N/A,Elabelz,SEM,N/A,"2018-07-26 18:34:02"
2202,Zyada70,"Disscount 25% on sales",Active,N/A,N/A,Elabelz,SEM,N/A,"2018-07-26 18:34:02"
2203,Zyada58,"Disscount 25% on sales",Active,N/A,N/A,Elabelz,SEM,N/A,"2018-07-26 18:34:02"
2204,SFR30,"15% discount",active,N/A,N/A,Elabelz,Others,N/A,"2018-07-26 15:51:11"
2205,SFR20,"15% discount",active,N/A,N/A,Elabelz,Others,N/A,"2018-07-26 15:50:41"
2206,SFR46,"15% discount",active,N/A,N/A,Elabelz,Miners,N/A,"2018-07-26 15:49:38"
2207,SFR88,"15% discount",active,N/A,N/A,Elabelz,Miners,N/A,"2018-07-26 15:49:20"
2208,SFR58,"15% discount",active,N/A,N/A,Elabelz,Miners,N/A,"2018-07-26 15:47:30"
2209,SFR94,"15% discount",active,N/A,N/A,Elabelz,Miners,N/A,"2018-07-26 15:46:24"
2210,SFR29,"15% discount",active,N/A,N/A,Elabelz,Miners,N/A,"2018-07-26 15:44:30"
2211,SFR99,"15% discount",active,N/A,N/A,Elabelz,Miners,N/A,"2018-07-26 15:44:15"
2212,SFR15,"15% discount",active,N/A,N/A,Elabelz,Miners,N/A,"2018-07-26 15:43:20"
2213,SFR18,"15% discount",active,N/A,N/A,Elabelz,Miners,N/A,"2018-07-26 15:42:43"
2214,SFR55,"15% discount",active,N/A,N/A,Elabelz,Miners,N/A,"2018-07-26 15:42:13"
2215,SFR48,"15% discount",active,N/A,N/A,Elabelz,Miners,N/A,"2018-07-26 15:41:49"
2216,SFR54,"15% discount",active,N/A,N/A,Elabelz,Miners,N/A,"2018-07-26 15:40:02"
2217,SFR24,"15% discount",active,N/A,N/A,Elabelz,Miners,N/A,"2018-07-26 15:39:33"
