#,Code,Description,"Ad status","Expires on",Reserved,Client,Channel,Office,"Updated at"
1,Him6,"10% discount on full priced and sale MEN items",N/A,N/A,"Sausan AlKadi",Ounass,Influencers,N/A,"2019-02-25 14:02:45"
2,Now38,"20% discount off everything except (Armani, GAP, M&amp;P)",N/A,N/A,"Dr. Hind",Nisnass,Influencers,N/A,"2019-02-25 13:52:03"
3,Now16,"20% discount off everything except (Armani, GAP, M&amp;P)",N/A,N/A,"Joud Lama",Nisnass,Influencers,N/A,"2019-02-25 13:48:41"
4,Now34,"20% discount off everything except (Armani, GAP, M&amp;P)",N/A,N/A,Mhmdz,Nisnass,Influencers,N/A,"2019-02-25 13:18:14"
5,Laky1,"Discount 10%",N/A,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:26"
6,Laky2,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:26"
7,Laky3,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:26"
8,Laky4,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:26"
9,Laky5,"Discount 10%",Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-25 12:49:26"
10,Laky6,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:26"
11,Laky8,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:26"
12,Laky10,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:26"
13,Laky18,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:26"
14,Laky20,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:26"
15,Laky22,"Discount 10%",Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-25 12:49:26"
16,Laky26,"Discount 10%",Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-25 12:49:26"
17,mama15,N/A,active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:26"
18,mama25,N/A,active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:26"
19,mama45,N/A,active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:26"
20,mama30,N/A,active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:26"
21,mama55,N/A,active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:26"
22,mama60,N/A,active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:26"
23,mama90,N/A,active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:26"
24,mama85,N/A,active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:26"
25,mama65,N/A,active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:26"
26,mama80,N/A,active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:26"
27,mama70,N/A,active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:26"
28,ramadan5,N/A,active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:26"
29,ramadan9,N/A,active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:26"
30,ramadan2,N/A,active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:26"
31,ramadan11,N/A,active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:26"
32,ramadan8,N/A,active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:26"
33,cute5,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:26"
34,cute4,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:26"
35,care3,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:26"
36,cute3,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:26"
37,Cute20,"Discount 10%",active,N/A,"Anno Aloula",MumzWorld,Influencers,N/A,"2019-02-25 12:49:26"
38,Cute38,"Discount 10% (Testing - Sara)",N/A,N/A,N/A,MumzWorld,Others,N/A,"2019-02-25 12:49:26"
39,care4,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:26"
40,Cute40,"Discount 10% (Testing - Sara)",N/A,N/A,N/A,MumzWorld,Others,N/A,"2019-02-25 12:49:26"
41,care1,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:26"
42,care12,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:26"
43,care2,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:26"
44,Care5,"Discount 10%",Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-25 12:49:26"
45,Care6,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:26"
46,Care7,"Discount 10%",Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-25 12:49:26"
47,Care8,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:26"
48,Care9,"Discount 10%",Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-25 12:49:26"
49,Care10,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:26"
50,Care14,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:26"
51,Care16,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:26"
52,Care18,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:26"
53,Care20,"Discount 10%",Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-25 12:49:26"
54,Care22,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:26"
55,Care26,"Discount 10% (Sara Materials)",active,N/A,N/A,MumzWorld,Others,N/A,"2019-02-25 12:49:26"
56,ramadan1,N/A,active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:26"
57,Care28,"Discount 10%",Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-25 12:49:26"
58,ramadan13,N/A,active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:26"
59,Care30,"Discount 10%",Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-25 12:49:26"
60,KSA2,N/A,Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:26"
61,KSA18,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-25 12:49:26"
62,KSA22,N/A,Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:26"
63,KSA28,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-25 12:49:26"
64,KSA4,N/A,Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:26"
65,Mom10,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-25 12:49:26"
66,KSA6,N/A,Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:26"
67,Mom15,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-25 12:49:26"
68,KSA8,N/A,Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:26"
69,Mom20,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-25 12:49:26"
70,KSA30,N/A,Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:26"
71,Mom25,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-25 12:49:26"
72,KSA35,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-25 12:49:26"
73,Mom30,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-25 12:49:26"
74,KSA40,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-25 12:49:26"
75,Mom35,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-25 12:49:26"
76,Mom40,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-25 12:49:26"
77,Mom50,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-25 12:49:26"
78,Mom55,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-25 12:49:26"
79,Mom60,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-25 12:49:26"
80,Mom65,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-25 12:49:26"
81,Mom70,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-25 12:49:26"
82,Mom80,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-25 12:49:26"
83,Mom85,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-25 12:49:26"
84,Mom90,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-25 12:49:26"
85,Mom11,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-25 12:49:26"
86,Mom12,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-25 12:49:26"
87,Mom22,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-25 12:49:26"
88,Mom24,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-25 12:49:26"
89,Mom33,N/A,Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:26"
90,Mom34,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-25 12:49:26"
91,Mom42,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-25 12:49:26"
92,Mom44,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-25 12:49:26"
93,Mom64,N/A,Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:26"
94,Mom66,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-25 12:49:26"
95,Mom84,N/A,Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:26"
96,Mom88,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-25 12:49:26"
97,Mom94,N/A,Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:26"
98,Mom99,N/A,Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:26"
99,Sa10,N/A,active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-25 12:49:26"
100,SA15,N/A,active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-25 12:49:26"
101,SA50,N/A,active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-25 12:49:26"
102,Laky7,"Discount 10%",Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-25 12:49:25"
103,Laky12,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:25"
104,Laky14,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:25"
105,SA55,N/A,active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-25 12:49:25"
106,Love4,"Disscount 10% off",Active,2018-08-07,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:25"
107,Love5,"Disscount 10% off",Active,2018-08-07,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:25"
108,Love6,"Disscount 10% off",Active,2018-08-07,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:25"
109,Love7,"Disscount 10% off",Active,2018-08-07,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:25"
110,Love8,"Disscount 10% off",Active,2018-08-07,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:25"
111,Love9,"Disscount 10% off",Active,2018-08-07,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:25"
112,Love10,"Disscount 10% off",Active,2018-08-07,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:25"
113,Love11,"Disscount 10% off",Active,2018-08-07,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:25"
114,Love12,"Disscount 10% off",Active,2018-08-07,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:25"
115,Love13,"Disscount 10% off",Active,2018-08-07,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:25"
116,Love14,"Disscount 10% off",Active,2018-08-07,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:25"
117,Love15,"10% discount",Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-25 12:49:25"
118,hala40,N/A,active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:25"
119,cute6,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:25"
120,Cute1,"Discount 10%",active,N/A,"Arwa AlOmrani",MumzWorld,Influencers,N/A,"2019-02-25 12:49:25"
121,Cute2,"Discount 10%",Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-25 12:49:25"
122,Cute7,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:25"
123,Cute8,"Discount 10%",Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-25 12:49:25"
124,Cute9,"Discount 10%",active,N/A,"Omy Tip",MumzWorld,Influencers,N/A,"2019-02-25 12:49:25"
125,Cute10,"Discount 10%",active,N/A,"Arwa Dhl",MumzWorld,Influencers,N/A,"2019-02-25 12:49:25"
126,Cute12,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:25"
127,Cute18,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:25"
128,Cute22,"Discount 10%",active,N/A,"Doing It With Luv",MumzWorld,Influencers,N/A,"2019-02-25 12:49:25"
129,Cute30,"Discount 10%",active,N/A,"Dr. Hind",MumzWorld,Influencers,N/A,"2019-02-25 12:49:25"
130,Cute32,"Discount 10% (Testing coupon for shipped orders - Sara, Rasha, Farah
)",active,N/A,N/A,MumzWorld,Others,N/A,"2019-02-25 12:49:25"
131,Cute34,"Discount 10%",N/A,N/A,N/A,MumzWorld,SEM,N/A,"2019-02-25 12:49:25"
132,Cute36,"Discount 10%  - Digital (Affiliate)",active,N/A,N/A,MumzWorld,Others,N/A,"2019-02-25 12:49:25"
133,hala45,N/A,active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:25"
134,hanan15,N/A,active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:25"
135,hanan25,N/A,active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:25"
136,hanan20,N/A,active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:25"
137,KSA14,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-25 12:49:25"
138,KSA16,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-25 12:49:25"
139,KSA24,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-25 12:49:25"
140,KSA26,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-25 12:49:25"
141,Mom45,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-25 12:49:25"
142,Mom75,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-25 12:49:25"
143,Mom95,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-25 12:49:25"
144,Mom74,N/A,Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-02-25 12:49:25"
145,SA20,N/A,active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-25 12:49:25"
146,Mum54,"10% discount on full price and discounted items",N/A,N/A,Sosanita,MumzWorld,Influencers,N/A,"2019-02-25 11:54:51"
147,Mum52,"10% discount on full price and discounted items",N/A,N/A,"Ruba Mohammad",MumzWorld,Influencers,N/A,"2019-02-25 11:53:45"
148,Mum48,"10% discount on full price and discounted items",N/A,N/A,"Dr. Batoul",MumzWorld,Influencers,N/A,"2019-02-25 11:47:36"
149,Mum46,"10% discount on full price and discounted items",N/A,N/A,"Aisha AlOufi",MumzWorld,Influencers,N/A,"2019-02-25 11:47:13"
150,Mum42,"10% discount on full price and discounted items",active,N/A,"Arwa AlOmrani",MumzWorld,Influencers,N/A,"2019-02-25 11:46:53"
151,Mum44,"10% discount on full price and discounted items",N/A,N/A,"Arwa Dhl",MumzWorld,Influencers,N/A,"2019-02-25 11:46:28"
152,Love20,"10% discount on everything expect MUFE and Dior",N/A,N/A,"Raghad Days",Wojooh,Influencers,N/A,"2019-02-25 11:46:00"
153,Now36,"20% discount off everything except (Armani, GAP, M&amp;P)",N/A,N/A,N/A,Nisnass,Facebook,N/A,"2019-02-25 11:40:24"
154,hi,N/A,active,N/A,N/A,Ounass,N/A,N/A,"2019-02-24 20:10:48"
155,Love18,"10% discount on everything expect MUFE and Dior",N/A,N/A,"Yara AlNamlah",Wojooh,Influencers,N/A,"2019-02-24 18:43:43"
156,Love16,"10% discount on everything expect MUFE and Dior",N/A,N/A,"Amna AlGhammas",Wojooh,Influencers,N/A,"2019-02-24 18:43:31"
157,Him16,"10% discount on full priced and sale MEN items",N/A,N/A,"Sara Fashion Blogger",Ounass,Influencers,N/A,"2019-02-24 16:10:08"
158,Him48,"10% discount on full priced and sale MEN items",N/A,N/A,"About Her KSA",Ounass,Influencers,N/A,"2019-02-24 14:25:05"
159,Mum50,"10% discount on full price and discounted items",Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-24 12:10:52"
160,Mum56,"10% discount on full price and discounted items",Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-24 12:10:52"
161,Mum58,"10% discount on full price and discounted items",Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-24 12:10:52"
162,Mum60,"10% discount on full price and discounted items",Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-24 12:10:52"
163,Him8,"10% discount on full priced and sale MEN items",Active,N/A,N/A,Ounass,N/A,N/A,"2019-02-24 10:11:38"
164,Him10,"10% discount on full priced and sale MEN items",Active,N/A,N/A,Ounass,N/A,N/A,"2019-02-24 10:11:38"
165,Him12,"10% discount on full priced and sale MEN items",Active,N/A,N/A,Ounass,N/A,N/A,"2019-02-24 10:11:38"
166,Him14,"10% discount on full priced and sale MEN items",Active,N/A,N/A,Ounass,N/A,N/A,"2019-02-24 10:11:38"
167,Him18,"10% discount on full priced and sale MEN items",Active,N/A,N/A,Ounass,N/A,N/A,"2019-02-24 10:11:38"
168,Him20,"10% discount on full priced and sale MEN items",Active,N/A,N/A,Ounass,N/A,N/A,"2019-02-24 10:11:38"
169,Him22,"10% discount on full priced and sale MEN items",Active,N/A,N/A,Ounass,N/A,N/A,"2019-02-24 10:11:38"
170,Him24,"10% discount on full priced and sale MEN items",Active,N/A,N/A,Ounass,N/A,N/A,"2019-02-24 10:11:38"
171,Him26,"10% discount on full priced and sale MEN items",Active,N/A,N/A,Ounass,N/A,N/A,"2019-02-24 10:11:38"
172,Him28,"10% discount on full priced and sale MEN items",Active,N/A,N/A,Ounass,N/A,N/A,"2019-02-24 10:11:38"
173,Him30,"10% discount on full priced and sale MEN items",Active,N/A,N/A,Ounass,N/A,N/A,"2019-02-24 10:11:38"
174,Him32,"10% discount on full priced and sale MEN items",Active,N/A,N/A,Ounass,N/A,N/A,"2019-02-24 10:11:38"
175,Him34,"10% discount on full priced and sale MEN items",Active,N/A,N/A,Ounass,N/A,N/A,"2019-02-24 10:11:38"
176,Him36,"10% discount on full priced and sale MEN items",Active,N/A,N/A,Ounass,N/A,N/A,"2019-02-24 10:11:38"
177,Him38,"10% discount on full priced and sale MEN items",Active,N/A,N/A,Ounass,N/A,N/A,"2019-02-24 10:11:38"
178,Him40,"10% discount on full priced and sale MEN items",Active,N/A,N/A,Ounass,N/A,N/A,"2019-02-24 10:11:38"
179,Him42,"10% discount on full priced and sale MEN items",Active,N/A,N/A,Ounass,N/A,N/A,"2019-02-24 10:11:38"
180,Him44,"10% discount on full priced and sale MEN items",Active,N/A,N/A,Ounass,N/A,N/A,"2019-02-24 10:11:38"
181,Him46,"10% discount on full priced and sale MEN items",Active,N/A,N/A,Ounass,N/A,N/A,"2019-02-24 10:11:38"
182,Him50,"10% discount on full priced and sale MEN items",Active,N/A,N/A,Ounass,N/A,N/A,"2019-02-24 10:11:38"
183,Him52,"10% discount on full priced and sale MEN items",Active,N/A,N/A,Ounass,N/A,N/A,"2019-02-24 10:11:38"
184,Him54,"10% discount on full priced and sale MEN items",Active,N/A,N/A,Ounass,N/A,N/A,"2019-02-24 10:11:38"
185,Him56,"10% discount on full priced and sale MEN items",Active,N/A,N/A,Ounass,N/A,N/A,"2019-02-24 10:11:38"
186,Him58,"10% discount on full priced and sale MEN items",Active,N/A,N/A,Ounass,N/A,N/A,"2019-02-24 10:11:38"
187,Him60,"10% discount on full priced and sale MEN items",Active,N/A,N/A,Ounass,N/A,N/A,"2019-02-24 10:11:38"
188,Him2,"10% discount on full priced and sale MEN items",Active,N/A,N/A,Ounass,N/A,N/A,"2019-02-24 10:11:37"
189,Him4,"10% discount on full priced and sale MEN items",Active,N/A,N/A,Ounass,N/A,N/A,"2019-02-24 10:11:37"
190,Now52,"20% discount off everything except (Armani, GAP, M&amp;P)",Deactive,N/A,"Arwa Dhl",Nisnass,Influencers,N/A,"2019-02-24 00:02:18"
191,Love50,"15% discount on everything on the website",N/A,N/A,"Waad AlTurki",Ounass,Influencers,N/A,"2019-02-23 18:40:10"
192,Love48,"15% discount on everything on the website",N/A,N/A,"About Her KSA",Ounass,Influencers,N/A,"2019-02-23 18:40:00"
193,Now26,"20% discount off everything except (Armani, GAP, M&amp;P)",Deactive,N/A,"Raghad Days",Nisnass,Influencers,N/A,"2019-02-23 00:01:21"
194,Now18,"20% discount off everything except (Armani, GAP, M&amp;P)",Deactive,N/A,"Dr. Hind",Nisnass,Influencers,N/A,"2019-02-22 00:01:15"
195,Mum40,"10 % Discount on full priced and sale items",N/A,N/A,N/A,MumzWorld,SEM,N/A,"2019-02-21 11:44:32"
196,KSA60,"10% of everything (Saudi Coupons)",N/A,N/A,"Afnan AlBatel",Ounass,SEM,N/A,"2019-02-21 11:38:06"
197,25KSA,"15% Discount",N/A,2018-10-31,"Afnan AlBatel",Ounass,Influencers,N/A,"2019-02-21 11:28:55"
198,Love18,"15% discount on everything on the website",N/A,N/A,"Arwa Dhl",Ounass,Influencers,N/A,"2019-02-21 11:20:19"
199,Mum32,"10% discount off full priced and discounted items",N/A,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-21 10:35:01"
200,Mum34,"10 % Discount on full priced and sale items",Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-21 10:34:29"
201,Mum36,"10 % Discount on full priced and sale items",Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-21 10:34:29"
202,Mum38,"10 % Discount on full priced and sale items",Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-02-21 10:34:29"
203,Now32,"20% discount off everything except (Armani, GAP, M&amp;P)",Deactive,N/A,"Abdulrahman AlSadhan",Nisnass,Influencers,N/A,"2019-02-21 00:01:16"
204,Now24,"20% discount off everything except (Armani, GAP, M&amp;P)",Deactive,N/A,"Nqwah KSA",Nisnass,Influencers,N/A,"2019-02-21 00:01:15"
205,mama42,"Buy 1 Get 1 Coupon for Mamas &amp; Papas",Deactive,N/A,N/A,Nisnass,SEM,N/A,"2019-02-21 00:01:03"
206,Mum28,"10% discount off full priced and discounted items",N/A,N/A,N/A,MumzWorld,Emails,N/A,"2019-02-20 15:19:46"
207,Mum26,"10% discount off full priced and discounted items",N/A,N/A,"Anno Aloula",MumzWorld,Influencers,N/A,"2019-02-20 11:31:20"
208,Love22,"15% discount on everything on the website",N/A,N/A,"Rana Nasir",Ounass,Influencers,N/A,"2019-02-20 11:29:13"
209,Mum16,"10% discount off full priced and discounted items",N/A,N/A,"Ahlam Abdullah (littleangel)",MumzWorld,Influencers,N/A,"2019-02-19 14:02:55"
210,Love20,"15% discount on everything on the website",N/A,N/A,"Afnan AlBatel",Ounass,Influencers,N/A,"2019-02-19 13:51:42"
211,Mum24,"10% discount off full priced and discounted items",active,N/A,"Dr. Hind",MumzWorld,Snapchat,N/A,"2019-02-19 13:49:50"
212,itc33,"10% on one time service",N/A,N/A,N/A,Matic,Others,"Itcan - DXB Office","2019-02-19 09:56:45"
213,Now28,"20% discount off everything except (Armani, GAP, M&amp;P)",Deactive,N/A,"Anno Aloula",Nisnass,Influencers,N/A,"2019-02-19 00:03:04"
214,Mum30,"10% discount off full priced and discounted items",N/A,N/A,"Amna AlGhammas",MumzWorld,Influencers,N/A,"2019-02-18 17:58:04"
215,Mum20,"10% discount off full priced and discounted items",N/A,N/A,"Arwa Dhl",MumzWorld,Influencers,N/A,"2019-02-18 17:57:49"
216,Now60,"20% discount off everything except (Armani, GAP, M&amp;P)",Deactive,N/A,"Wejdan Abdulaziz",Nisnass,Influencers,N/A,"2019-02-18 00:01:17"
217,Now30,"20% discount off everything except (Armani, GAP, M&amp;P)",Deactive,N/A,"Om Shahoodi bint Ibrahim Alkhuwatir",Nisnass,Influencers,N/A,"2019-02-18 00:01:14"
218,Love14,"15% discount on everything on the website",N/A,N/A,"Sausan AlKadi",Ounass,Influencers,N/A,"2019-02-17 20:05:05"
219,Shop30,"10% discount on sale and full priced items",N/A,N/A,N/A,Ounass,Networks,N/A,"2019-02-17 17:15:55"
220,Love14,"10% discount on everything expect MUFE and Dior",N/A,N/A,N/A,Wojooh,Networks,N/A,"2019-02-17 17:14:12"
221,Love12,"10% discount on everything expect MUFE and Dior",N/A,N/A,N/A,Wojooh,Networks,N/A,"2019-02-17 17:14:03"
222,Love10,"10% discount on everything expect MUFE and Dior",N/A,N/A,N/A,Wojooh,Networks,N/A,"2019-02-17 17:13:57"
223,Love8,"10% discount on everything expect MUFE and Dior",N/A,N/A,N/A,Wojooh,Networks,N/A,"2019-02-17 17:13:50"
224,Love6,"10% discount on everything expect MUFE and Dior",N/A,N/A,N/A,Wojooh,Networks,N/A,"2019-02-17 17:13:43"
225,Love4,"10% discount on everything expect MUFE and Dior",N/A,N/A,N/A,Wojooh,Networks,N/A,"2019-02-17 17:13:34"
226,Love2,"10% discount on everything expect MUFE and Dior",N/A,N/A,N/A,Wojooh,Networks,N/A,"2019-02-17 17:13:25"
227,Mum10,"10% discount off full priced and discounted items",N/A,N/A,N/A,MumzWorld,Facebook,N/A,"2019-02-17 16:10:06"
228,Love30,"15% discount on everything on the website",N/A,N/A,"Noura AlAmairi",Ounass,Influencers,N/A,"2019-02-17 14:11:58"
229,Mum18,"10% discount off full priced and discounted items",N/A,N/A,"Omy Tip",MumzWorld,Influencers,N/A,"2019-02-17 13:32:25"
230,Now14,"20% discount off everything except (Armani, GAP, M&amp;P)",Deactive,N/A,"Amna AlGhammas",Nisnass,Influencers,N/A,"2019-02-16 00:01:13"
231,Now20,"20% discount off everything except (Armani, GAP, M&amp;P)",Deactive,N/A,"Raghad Days",Nisnass,Influencers,N/A,"2019-02-16 00:01:13"
232,Now6,"20% discount off everything except (Armani, GAP, M&amp;P)",Deactive,N/A,"Arwa Dhl",Nisnass,Influencers,N/A,"2019-02-16 00:01:12"
